id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,category
27216,on,2020,legislated,ref,ref,ref,ref,no,high,102.5624303,agriculture and forestry
27279,on,2020,legislated,low,ref,ref,ref,no,high,102.5395183,agriculture and forestry
27342,on,2020,legislated,low,ref,ref,ref,yes,high,102.5395183,agriculture and forestry
27405,on,2020,legislated,low,high,ref,low,yes,high,102.5397521,agriculture and forestry
27468,on,2020,legislated,high,high,ref,low,yes,high,102.5836335,agriculture and forestry
27531,on,2020,legislated,ref,high,low,low,yes,high,102.56266,agriculture and forestry
27594,on,2020,legislated,low,high,low,low,yes,high,102.5397521,agriculture and forestry
27657,on,2020,legislated,high,high,low,low,yes,high,102.5836335,agriculture and forestry
27720,on,2020,legislated,ref,high,high,low,yes,high,102.56266,agriculture and forestry
27783,on,2020,legislated,low,high,high,low,yes,high,102.5397521,agriculture and forestry
27846,on,2020,legislated,high,high,high,low,yes,high,102.5836335,agriculture and forestry
27909,on,2020,legislated,high,ref,ref,ref,yes,high,102.5833716,agriculture and forestry
27972,on,2020,legislated,ref,ref,low,ref,yes,high,102.5624427,agriculture and forestry
28035,on,2020,legislated,low,ref,low,ref,yes,high,102.5395183,agriculture and forestry
28098,on,2020,legislated,high,ref,low,ref,yes,high,102.5833716,agriculture and forestry
28161,on,2020,legislated,ref,ref,high,ref,yes,high,102.5624427,agriculture and forestry
28224,on,2020,legislated,low,ref,high,ref,yes,high,102.5395183,agriculture and forestry
28287,on,2020,legislated,high,ref,high,ref,yes,high,102.5833716,agriculture and forestry
28350,on,2020,legislated,ref,low,ref,ref,no,high,102.5618888,agriculture and forestry
28413,on,2020,legislated,low,low,ref,ref,no,high,102.5398913,agriculture and forestry
28476,on,2020,legislated,high,ref,ref,ref,no,high,102.5833716,agriculture and forestry
28539,on,2020,legislated,high,low,ref,ref,no,high,102.5836245,agriculture and forestry
28602,on,2020,legislated,ref,low,low,ref,no,high,102.5618888,agriculture and forestry
28665,on,2020,legislated,low,low,low,ref,no,high,102.5398913,agriculture and forestry
28728,on,2020,legislated,high,low,low,ref,no,high,102.5836245,agriculture and forestry
28791,on,2020,legislated,ref,low,high,ref,no,high,102.5618888,agriculture and forestry
28854,on,2020,legislated,low,low,high,ref,no,high,102.5398913,agriculture and forestry
28917,on,2020,legislated,high,low,high,ref,no,high,102.5836245,agriculture and forestry
28980,on,2020,legislated,ref,low,ref,ref,yes,high,102.5618888,agriculture and forestry
29043,on,2020,legislated,low,low,ref,ref,yes,high,102.5398913,agriculture and forestry
29106,on,2020,legislated,high,low,ref,ref,yes,high,102.5836245,agriculture and forestry
29169,on,2020,legislated,ref,ref,low,ref,no,high,102.5624427,agriculture and forestry
29232,on,2020,legislated,ref,low,low,ref,yes,high,102.5618888,agriculture and forestry
29295,on,2020,legislated,low,low,low,ref,yes,high,102.5398913,agriculture and forestry
29358,on,2020,legislated,high,low,low,ref,yes,high,102.5836245,agriculture and forestry
29421,on,2020,legislated,ref,low,high,ref,yes,high,102.5618888,agriculture and forestry
29484,on,2020,legislated,low,low,high,ref,yes,high,102.5398913,agriculture and forestry
29547,on,2020,legislated,high,low,high,ref,yes,high,102.5836245,agriculture and forestry
29610,on,2020,legislated,ref,high,ref,ref,no,high,102.56266,agriculture and forestry
29673,on,2020,legislated,low,high,ref,ref,no,high,102.5397521,agriculture and forestry
29736,on,2020,legislated,high,high,ref,ref,no,high,102.5836335,agriculture and forestry
29799,on,2020,legislated,ref,high,low,ref,no,high,102.56266,agriculture and forestry
29862,on,2020,legislated,low,ref,low,ref,no,high,102.5395183,agriculture and forestry
29925,on,2020,legislated,low,high,low,ref,no,high,102.5397521,agriculture and forestry
29988,on,2020,legislated,high,high,low,ref,no,high,102.5836335,agriculture and forestry
30051,on,2020,legislated,ref,high,high,ref,no,high,102.56266,agriculture and forestry
30114,on,2020,legislated,low,high,high,ref,no,high,102.5397521,agriculture and forestry
30177,on,2020,legislated,high,high,high,ref,no,high,102.5836335,agriculture and forestry
30240,on,2020,legislated,ref,high,ref,ref,yes,high,102.56266,agriculture and forestry
30303,on,2020,legislated,low,high,ref,ref,yes,high,102.5397521,agriculture and forestry
30366,on,2020,legislated,high,high,ref,ref,yes,high,102.5836335,agriculture and forestry
30429,on,2020,legislated,ref,high,low,ref,yes,high,102.56266,agriculture and forestry
30492,on,2020,legislated,low,high,low,ref,yes,high,102.5397521,agriculture and forestry
30555,on,2020,legislated,high,ref,low,ref,no,high,102.5833716,agriculture and forestry
30618,on,2020,legislated,high,high,low,ref,yes,high,102.5836335,agriculture and forestry
30681,on,2020,legislated,ref,high,high,ref,yes,high,102.56266,agriculture and forestry
30744,on,2020,legislated,low,high,high,ref,yes,high,102.5397521,agriculture and forestry
30807,on,2020,legislated,high,high,high,ref,yes,high,102.5836335,agriculture and forestry
30870,on,2020,legislated,ref,ref,ref,low,no,high,102.5624427,agriculture and forestry
30933,on,2020,legislated,low,ref,ref,low,no,high,102.5395183,agriculture and forestry
30996,on,2020,legislated,high,ref,ref,low,no,high,102.5833716,agriculture and forestry
31059,on,2020,legislated,ref,ref,low,low,no,high,102.5624427,agriculture and forestry
31122,on,2020,legislated,low,ref,low,low,no,high,102.5395183,agriculture and forestry
31185,on,2020,legislated,high,ref,low,low,no,high,102.5833716,agriculture and forestry
31248,on,2020,legislated,ref,ref,high,ref,no,high,102.5624427,agriculture and forestry
31311,on,2020,legislated,ref,ref,high,low,no,high,102.5624427,agriculture and forestry
31374,on,2020,legislated,low,ref,high,low,no,high,102.5395183,agriculture and forestry
31437,on,2020,legislated,high,ref,high,low,no,high,102.5833716,agriculture and forestry
31500,on,2020,legislated,ref,ref,ref,low,yes,high,102.5624427,agriculture and forestry
31563,on,2020,legislated,low,ref,ref,low,yes,high,102.5395183,agriculture and forestry
31626,on,2020,legislated,high,ref,ref,low,yes,high,102.5833716,agriculture and forestry
31689,on,2020,legislated,ref,ref,low,low,yes,high,102.5624427,agriculture and forestry
31752,on,2020,legislated,low,ref,low,low,yes,high,102.5395183,agriculture and forestry
31815,on,2020,legislated,high,ref,low,low,yes,high,102.5833716,agriculture and forestry
31878,on,2020,legislated,ref,ref,high,low,yes,high,102.5624427,agriculture and forestry
31941,on,2020,legislated,low,ref,high,ref,no,high,102.5395183,agriculture and forestry
32004,on,2020,legislated,low,ref,high,low,yes,high,102.5395183,agriculture and forestry
32067,on,2020,legislated,high,ref,high,low,yes,high,102.5833716,agriculture and forestry
32130,on,2020,legislated,ref,low,ref,low,no,high,102.5618888,agriculture and forestry
32193,on,2020,legislated,low,low,ref,low,no,high,102.5398913,agriculture and forestry
32256,on,2020,legislated,high,low,ref,low,no,high,102.5836245,agriculture and forestry
32319,on,2020,legislated,ref,low,low,low,no,high,102.5618888,agriculture and forestry
32382,on,2020,legislated,low,low,low,low,no,high,102.5398913,agriculture and forestry
32445,on,2020,legislated,high,low,low,low,no,high,102.5836245,agriculture and forestry
32508,on,2020,legislated,ref,low,high,low,no,high,102.5618888,agriculture and forestry
32571,on,2020,legislated,low,low,high,low,no,high,102.5398913,agriculture and forestry
32634,on,2020,legislated,high,ref,high,ref,no,high,102.5833716,agriculture and forestry
32697,on,2020,legislated,high,low,high,low,no,high,102.5836245,agriculture and forestry
32760,on,2020,legislated,ref,low,ref,low,yes,high,102.5618888,agriculture and forestry
32823,on,2020,legislated,low,low,ref,low,yes,high,102.5398913,agriculture and forestry
32886,on,2020,legislated,high,low,ref,low,yes,high,102.5836245,agriculture and forestry
32949,on,2020,legislated,ref,low,low,low,yes,high,102.5618888,agriculture and forestry
33012,on,2020,legislated,low,low,low,low,yes,high,102.5398913,agriculture and forestry
33075,on,2020,legislated,high,low,low,low,yes,high,102.5836245,agriculture and forestry
33138,on,2020,legislated,ref,low,high,low,yes,high,102.5618888,agriculture and forestry
33201,on,2020,legislated,low,low,high,low,yes,high,102.5398913,agriculture and forestry
33264,on,2020,legislated,high,low,high,low,yes,high,102.5836245,agriculture and forestry
33327,on,2020,legislated,ref,ref,ref,ref,yes,high,102.5624303,agriculture and forestry
33390,on,2020,legislated,ref,high,ref,low,no,high,102.56266,agriculture and forestry
33453,on,2020,legislated,low,high,ref,low,no,high,102.5397521,agriculture and forestry
33516,on,2020,legislated,high,high,ref,low,no,high,102.5836335,agriculture and forestry
33579,on,2020,legislated,ref,high,low,low,no,high,102.56266,agriculture and forestry
33642,on,2020,legislated,low,high,low,low,no,high,102.5397521,agriculture and forestry
33705,on,2020,legislated,high,high,low,low,no,high,102.5836335,agriculture and forestry
33768,on,2020,legislated,ref,high,high,low,no,high,102.56266,agriculture and forestry
33831,on,2020,legislated,low,high,high,low,no,high,102.5397521,agriculture and forestry
33894,on,2020,legislated,high,high,high,low,no,high,102.5836335,agriculture and forestry
33957,on,2020,legislated,ref,high,ref,low,yes,high,102.56266,agriculture and forestry
81648,on,2020,netzero,ref,ref,ref,ref,no,high,102.5624303,agriculture and forestry
81711,on,2020,netzero,low,ref,ref,ref,no,high,102.5395183,agriculture and forestry
81774,on,2020,netzero,low,ref,ref,ref,yes,high,102.5395183,agriculture and forestry
81837,on,2020,netzero,low,high,ref,low,yes,high,102.5397521,agriculture and forestry
81900,on,2020,netzero,high,high,ref,low,yes,high,102.5836335,agriculture and forestry
81963,on,2020,netzero,ref,high,low,low,yes,high,102.56266,agriculture and forestry
82026,on,2020,netzero,low,high,low,low,yes,high,102.5397521,agriculture and forestry
82089,on,2020,netzero,high,high,low,low,yes,high,102.5836335,agriculture and forestry
82152,on,2020,netzero,ref,high,high,low,yes,high,102.56266,agriculture and forestry
82215,on,2020,netzero,low,high,high,low,yes,high,102.5397521,agriculture and forestry
82278,on,2020,netzero,high,high,high,low,yes,high,102.5836335,agriculture and forestry
82341,on,2020,netzero,high,ref,ref,ref,yes,high,102.5833716,agriculture and forestry
82404,on,2020,netzero,ref,ref,low,ref,yes,high,102.5624427,agriculture and forestry
82467,on,2020,netzero,low,ref,low,ref,yes,high,102.5395183,agriculture and forestry
82530,on,2020,netzero,high,ref,low,ref,yes,high,102.5833716,agriculture and forestry
82593,on,2020,netzero,ref,ref,high,ref,yes,high,102.5624427,agriculture and forestry
82656,on,2020,netzero,low,ref,high,ref,yes,high,102.5395183,agriculture and forestry
82719,on,2020,netzero,high,ref,high,ref,yes,high,102.5833716,agriculture and forestry
82782,on,2020,netzero,ref,low,ref,ref,no,high,102.5618888,agriculture and forestry
82845,on,2020,netzero,low,low,ref,ref,no,high,102.5398913,agriculture and forestry
82908,on,2020,netzero,high,ref,ref,ref,no,high,102.5833659,agriculture and forestry
82971,on,2020,netzero,high,low,ref,ref,no,high,102.5836245,agriculture and forestry
83034,on,2020,netzero,ref,low,low,ref,no,high,102.5618888,agriculture and forestry
83097,on,2020,netzero,low,low,low,ref,no,high,102.5398913,agriculture and forestry
83160,on,2020,netzero,high,low,low,ref,no,high,102.5836245,agriculture and forestry
83223,on,2020,netzero,ref,low,high,ref,no,high,102.5618888,agriculture and forestry
83286,on,2020,netzero,low,low,high,ref,no,high,102.5398913,agriculture and forestry
83349,on,2020,netzero,high,low,high,ref,no,high,102.5836245,agriculture and forestry
83412,on,2020,netzero,ref,low,ref,ref,yes,high,102.5618888,agriculture and forestry
83475,on,2020,netzero,low,low,ref,ref,yes,high,102.5398913,agriculture and forestry
83538,on,2020,netzero,high,low,ref,ref,yes,high,102.5836245,agriculture and forestry
83601,on,2020,netzero,ref,ref,low,ref,no,high,102.5624427,agriculture and forestry
83664,on,2020,netzero,ref,low,low,ref,yes,high,102.5618888,agriculture and forestry
83727,on,2020,netzero,low,low,low,ref,yes,high,102.5398913,agriculture and forestry
83790,on,2020,netzero,high,low,low,ref,yes,high,102.5836245,agriculture and forestry
83853,on,2020,netzero,ref,low,high,ref,yes,high,102.5618888,agriculture and forestry
83916,on,2020,netzero,low,low,high,ref,yes,high,102.5398913,agriculture and forestry
83979,on,2020,netzero,high,low,high,ref,yes,high,102.5836245,agriculture and forestry
84042,on,2020,netzero,ref,high,ref,ref,no,high,102.56266,agriculture and forestry
84105,on,2020,netzero,low,high,ref,ref,no,high,102.5397521,agriculture and forestry
84168,on,2020,netzero,high,high,ref,ref,no,high,102.5836335,agriculture and forestry
84231,on,2020,netzero,ref,high,low,ref,no,high,102.56266,agriculture and forestry
84294,on,2020,netzero,low,ref,low,ref,no,high,102.5395183,agriculture and forestry
84357,on,2020,netzero,low,high,low,ref,no,high,102.5397521,agriculture and forestry
84420,on,2020,netzero,high,high,low,ref,no,high,102.5836335,agriculture and forestry
84483,on,2020,netzero,ref,high,high,ref,no,high,102.56266,agriculture and forestry
84546,on,2020,netzero,low,high,high,ref,no,high,102.5397521,agriculture and forestry
84609,on,2020,netzero,high,high,high,ref,no,high,102.5836335,agriculture and forestry
84672,on,2020,netzero,ref,high,ref,ref,yes,high,102.56266,agriculture and forestry
84735,on,2020,netzero,low,high,ref,ref,yes,high,102.5397521,agriculture and forestry
84798,on,2020,netzero,high,high,ref,ref,yes,high,102.5836335,agriculture and forestry
84861,on,2020,netzero,ref,high,low,ref,yes,high,102.56266,agriculture and forestry
84924,on,2020,netzero,low,high,low,ref,yes,high,102.5397521,agriculture and forestry
84987,on,2020,netzero,high,ref,low,ref,no,high,102.5833716,agriculture and forestry
85050,on,2020,netzero,high,high,low,ref,yes,high,102.5836335,agriculture and forestry
85113,on,2020,netzero,ref,high,high,ref,yes,high,102.56266,agriculture and forestry
85176,on,2020,netzero,low,high,high,ref,yes,high,102.5397521,agriculture and forestry
85239,on,2020,netzero,high,high,high,ref,yes,high,102.5836335,agriculture and forestry
85302,on,2020,netzero,ref,ref,ref,low,no,high,102.5624427,agriculture and forestry
85365,on,2020,netzero,low,ref,ref,low,no,high,102.5395183,agriculture and forestry
85428,on,2020,netzero,high,ref,ref,low,no,high,102.5833716,agriculture and forestry
85491,on,2020,netzero,ref,ref,low,low,no,high,102.5624427,agriculture and forestry
85554,on,2020,netzero,low,ref,low,low,no,high,102.5395183,agriculture and forestry
85617,on,2020,netzero,high,ref,low,low,no,high,102.5833716,agriculture and forestry
85680,on,2020,netzero,ref,ref,high,ref,no,high,102.5624427,agriculture and forestry
85743,on,2020,netzero,ref,ref,high,low,no,high,102.5624427,agriculture and forestry
85806,on,2020,netzero,low,ref,high,low,no,high,102.5395183,agriculture and forestry
85869,on,2020,netzero,high,ref,high,low,no,high,102.5833716,agriculture and forestry
85932,on,2020,netzero,ref,ref,ref,low,yes,high,102.5624427,agriculture and forestry
85995,on,2020,netzero,low,ref,ref,low,yes,high,102.5395183,agriculture and forestry
86058,on,2020,netzero,high,ref,ref,low,yes,high,102.5833716,agriculture and forestry
86121,on,2020,netzero,ref,ref,low,low,yes,high,102.5624427,agriculture and forestry
86184,on,2020,netzero,low,ref,low,low,yes,high,102.5395183,agriculture and forestry
86247,on,2020,netzero,high,ref,low,low,yes,high,102.5833716,agriculture and forestry
86310,on,2020,netzero,ref,ref,high,low,yes,high,102.5624427,agriculture and forestry
86373,on,2020,netzero,low,ref,high,ref,no,high,102.5395183,agriculture and forestry
86436,on,2020,netzero,low,ref,high,low,yes,high,102.5395183,agriculture and forestry
86499,on,2020,netzero,high,ref,high,low,yes,high,102.5833716,agriculture and forestry
86562,on,2020,netzero,ref,low,ref,low,no,high,102.5618888,agriculture and forestry
86625,on,2020,netzero,low,low,ref,low,no,high,102.5398913,agriculture and forestry
86688,on,2020,netzero,high,low,ref,low,no,high,102.5836245,agriculture and forestry
86751,on,2020,netzero,ref,low,low,low,no,high,102.5618888,agriculture and forestry
86814,on,2020,netzero,low,low,low,low,no,high,102.5398913,agriculture and forestry
86877,on,2020,netzero,high,low,low,low,no,high,102.5836245,agriculture and forestry
86940,on,2020,netzero,ref,low,high,low,no,high,102.5618888,agriculture and forestry
87003,on,2020,netzero,low,low,high,low,no,high,102.5398913,agriculture and forestry
87066,on,2020,netzero,high,ref,high,ref,no,high,102.5833716,agriculture and forestry
87129,on,2020,netzero,high,low,high,low,no,high,102.5836245,agriculture and forestry
87192,on,2020,netzero,ref,low,ref,low,yes,high,102.5618888,agriculture and forestry
87255,on,2020,netzero,low,low,ref,low,yes,high,102.5398913,agriculture and forestry
87318,on,2020,netzero,high,low,ref,low,yes,high,102.5836245,agriculture and forestry
87381,on,2020,netzero,ref,low,low,low,yes,high,102.5618888,agriculture and forestry
87444,on,2020,netzero,low,low,low,low,yes,high,102.5398913,agriculture and forestry
87507,on,2020,netzero,high,low,low,low,yes,high,102.5836245,agriculture and forestry
87570,on,2020,netzero,ref,low,high,low,yes,high,102.5618888,agriculture and forestry
87633,on,2020,netzero,low,low,high,low,yes,high,102.5398913,agriculture and forestry
87696,on,2020,netzero,high,low,high,low,yes,high,102.5836245,agriculture and forestry
87759,on,2020,netzero,ref,ref,ref,ref,yes,high,102.5624427,agriculture and forestry
87822,on,2020,netzero,ref,high,ref,low,no,high,102.56266,agriculture and forestry
87885,on,2020,netzero,low,high,ref,low,no,high,102.5397521,agriculture and forestry
87948,on,2020,netzero,high,high,ref,low,no,high,102.5836335,agriculture and forestry
88011,on,2020,netzero,ref,high,low,low,no,high,102.56266,agriculture and forestry
88074,on,2020,netzero,low,high,low,low,no,high,102.5397521,agriculture and forestry
88137,on,2020,netzero,high,high,low,low,no,high,102.5836335,agriculture and forestry
88200,on,2020,netzero,ref,high,high,low,no,high,102.56266,agriculture and forestry
88263,on,2020,netzero,low,high,high,low,no,high,102.5397521,agriculture and forestry
88326,on,2020,netzero,high,high,high,low,no,high,102.5836335,agriculture and forestry
88389,on,2020,netzero,ref,high,ref,low,yes,high,102.56266,agriculture and forestry
136080,on,2020,netzero,ref,ref,ref,ref,no,low,102.5624303,agriculture and forestry
136143,on,2020,netzero,low,ref,ref,ref,no,low,102.5395183,agriculture and forestry
136206,on,2020,netzero,low,ref,ref,ref,yes,low,102.5395183,agriculture and forestry
136269,on,2020,netzero,low,high,ref,low,yes,low,102.5397521,agriculture and forestry
136332,on,2020,netzero,high,high,ref,low,yes,low,102.5836335,agriculture and forestry
136395,on,2020,netzero,ref,high,low,low,yes,low,102.56266,agriculture and forestry
136458,on,2020,netzero,low,high,low,low,yes,low,102.5397521,agriculture and forestry
136521,on,2020,netzero,high,high,low,low,yes,low,102.5836335,agriculture and forestry
136584,on,2020,netzero,ref,high,high,low,yes,low,102.56266,agriculture and forestry
136647,on,2020,netzero,low,high,high,low,yes,low,102.5397521,agriculture and forestry
136710,on,2020,netzero,high,high,high,low,yes,low,102.5836335,agriculture and forestry
136773,on,2020,netzero,high,ref,ref,ref,yes,low,102.5833716,agriculture and forestry
136836,on,2020,netzero,ref,ref,low,ref,yes,low,102.5624427,agriculture and forestry
136899,on,2020,netzero,low,ref,low,ref,yes,low,102.5395183,agriculture and forestry
136962,on,2020,netzero,high,ref,low,ref,yes,low,102.5833716,agriculture and forestry
137025,on,2020,netzero,ref,ref,high,ref,yes,low,102.5624427,agriculture and forestry
137088,on,2020,netzero,low,ref,high,ref,yes,low,102.5395183,agriculture and forestry
137151,on,2020,netzero,high,ref,high,ref,yes,low,102.5833716,agriculture and forestry
137214,on,2020,netzero,ref,low,ref,ref,no,low,102.5618888,agriculture and forestry
137277,on,2020,netzero,low,low,ref,ref,no,low,102.5398913,agriculture and forestry
137340,on,2020,netzero,high,ref,ref,ref,no,low,102.5833716,agriculture and forestry
137403,on,2020,netzero,high,low,ref,ref,no,low,102.5836245,agriculture and forestry
137466,on,2020,netzero,ref,low,low,ref,no,low,102.5618888,agriculture and forestry
137529,on,2020,netzero,low,low,low,ref,no,low,102.5398913,agriculture and forestry
137592,on,2020,netzero,high,low,low,ref,no,low,102.5836245,agriculture and forestry
137655,on,2020,netzero,ref,low,high,ref,no,low,102.5618888,agriculture and forestry
137718,on,2020,netzero,low,low,high,ref,no,low,102.5398913,agriculture and forestry
137781,on,2020,netzero,high,low,high,ref,no,low,102.5836245,agriculture and forestry
137844,on,2020,netzero,ref,low,ref,ref,yes,low,102.5618888,agriculture and forestry
137907,on,2020,netzero,low,low,ref,ref,yes,low,102.5398913,agriculture and forestry
137970,on,2020,netzero,high,low,ref,ref,yes,low,102.5836245,agriculture and forestry
138033,on,2020,netzero,ref,ref,low,ref,no,low,102.5624427,agriculture and forestry
138096,on,2020,netzero,ref,low,low,ref,yes,low,102.5618888,agriculture and forestry
138159,on,2020,netzero,low,low,low,ref,yes,low,102.5398913,agriculture and forestry
138222,on,2020,netzero,high,low,low,ref,yes,low,102.5836245,agriculture and forestry
138285,on,2020,netzero,ref,low,high,ref,yes,low,102.5618888,agriculture and forestry
138348,on,2020,netzero,low,low,high,ref,yes,low,102.5398913,agriculture and forestry
138411,on,2020,netzero,high,low,high,ref,yes,low,102.5836245,agriculture and forestry
138474,on,2020,netzero,ref,high,ref,ref,no,low,102.56266,agriculture and forestry
138537,on,2020,netzero,low,high,ref,ref,no,low,102.5397521,agriculture and forestry
138600,on,2020,netzero,high,high,ref,ref,no,low,102.5836335,agriculture and forestry
138663,on,2020,netzero,ref,high,low,ref,no,low,102.56266,agriculture and forestry
138726,on,2020,netzero,low,ref,low,ref,no,low,102.5395183,agriculture and forestry
138789,on,2020,netzero,low,high,low,ref,no,low,102.5397521,agriculture and forestry
138852,on,2020,netzero,high,high,low,ref,no,low,102.584981,agriculture and forestry
138915,on,2020,netzero,ref,high,high,ref,no,low,102.56266,agriculture and forestry
138978,on,2020,netzero,low,high,high,ref,no,low,102.5397521,agriculture and forestry
139041,on,2020,netzero,high,high,high,ref,no,low,102.5836335,agriculture and forestry
139104,on,2020,netzero,ref,high,ref,ref,yes,low,102.56266,agriculture and forestry
139167,on,2020,netzero,low,high,ref,ref,yes,low,102.5397521,agriculture and forestry
139230,on,2020,netzero,high,high,ref,ref,yes,low,102.5836335,agriculture and forestry
139293,on,2020,netzero,ref,high,low,ref,yes,low,102.56266,agriculture and forestry
139356,on,2020,netzero,low,high,low,ref,yes,low,102.5397521,agriculture and forestry
139419,on,2020,netzero,high,ref,low,ref,no,low,102.5833716,agriculture and forestry
139482,on,2020,netzero,high,high,low,ref,yes,low,102.5836335,agriculture and forestry
139545,on,2020,netzero,ref,high,high,ref,yes,low,102.56266,agriculture and forestry
139608,on,2020,netzero,low,high,high,ref,yes,low,102.5397521,agriculture and forestry
139671,on,2020,netzero,high,high,high,ref,yes,low,102.5836335,agriculture and forestry
139734,on,2020,netzero,ref,ref,ref,low,no,low,102.5624427,agriculture and forestry
139797,on,2020,netzero,low,ref,ref,low,no,low,102.5395183,agriculture and forestry
139860,on,2020,netzero,high,ref,ref,low,no,low,102.5833716,agriculture and forestry
139923,on,2020,netzero,ref,ref,low,low,no,low,102.5624427,agriculture and forestry
139986,on,2020,netzero,low,ref,low,low,no,low,102.5395183,agriculture and forestry
140049,on,2020,netzero,high,ref,low,low,no,low,102.5833716,agriculture and forestry
140112,on,2020,netzero,ref,ref,high,ref,no,low,102.5624427,agriculture and forestry
140175,on,2020,netzero,ref,ref,high,low,no,low,102.5624427,agriculture and forestry
140238,on,2020,netzero,low,ref,high,low,no,low,102.5395183,agriculture and forestry
140301,on,2020,netzero,high,ref,high,low,no,low,102.5833716,agriculture and forestry
140364,on,2020,netzero,ref,ref,ref,low,yes,low,102.5624427,agriculture and forestry
140427,on,2020,netzero,low,ref,ref,low,yes,low,102.5395183,agriculture and forestry
140490,on,2020,netzero,high,ref,ref,low,yes,low,102.5833716,agriculture and forestry
140553,on,2020,netzero,ref,ref,low,low,yes,low,102.5624427,agriculture and forestry
140616,on,2020,netzero,low,ref,low,low,yes,low,102.5395183,agriculture and forestry
140679,on,2020,netzero,high,ref,low,low,yes,low,102.5833716,agriculture and forestry
140742,on,2020,netzero,ref,ref,high,low,yes,low,102.5624427,agriculture and forestry
140805,on,2020,netzero,low,ref,high,ref,no,low,102.5395183,agriculture and forestry
140868,on,2020,netzero,low,ref,high,low,yes,low,102.5395183,agriculture and forestry
140931,on,2020,netzero,high,ref,high,low,yes,low,102.5833716,agriculture and forestry
140994,on,2020,netzero,ref,low,ref,low,no,low,102.5618888,agriculture and forestry
141057,on,2020,netzero,low,low,ref,low,no,low,102.5398913,agriculture and forestry
141120,on,2020,netzero,high,low,ref,low,no,low,102.5836245,agriculture and forestry
141183,on,2020,netzero,ref,low,low,low,no,low,102.5618888,agriculture and forestry
141246,on,2020,netzero,low,low,low,low,no,low,102.5398913,agriculture and forestry
141309,on,2020,netzero,high,low,low,low,no,low,102.5836245,agriculture and forestry
141372,on,2020,netzero,ref,low,high,low,no,low,102.5618888,agriculture and forestry
141435,on,2020,netzero,low,low,high,low,no,low,102.5398913,agriculture and forestry
141498,on,2020,netzero,high,ref,high,ref,no,low,102.5833716,agriculture and forestry
141561,on,2020,netzero,high,low,high,low,no,low,102.5836245,agriculture and forestry
141624,on,2020,netzero,ref,low,ref,low,yes,low,102.5618888,agriculture and forestry
141687,on,2020,netzero,low,low,ref,low,yes,low,102.5398913,agriculture and forestry
141750,on,2020,netzero,high,low,ref,low,yes,low,102.5836245,agriculture and forestry
141813,on,2020,netzero,ref,low,low,low,yes,low,102.5618888,agriculture and forestry
141876,on,2020,netzero,low,low,low,low,yes,low,102.5398913,agriculture and forestry
141939,on,2020,netzero,high,low,low,low,yes,low,102.5836245,agriculture and forestry
142002,on,2020,netzero,ref,low,high,low,yes,low,102.5618888,agriculture and forestry
142065,on,2020,netzero,low,low,high,low,yes,low,102.5398913,agriculture and forestry
142128,on,2020,netzero,high,low,high,low,yes,low,102.5836245,agriculture and forestry
142191,on,2020,netzero,ref,ref,ref,ref,yes,low,102.5624427,agriculture and forestry
142254,on,2020,netzero,ref,high,ref,low,no,low,102.56266,agriculture and forestry
142317,on,2020,netzero,low,high,ref,low,no,low,102.5397521,agriculture and forestry
142380,on,2020,netzero,high,high,ref,low,no,low,102.5836335,agriculture and forestry
142443,on,2020,netzero,ref,high,low,low,no,low,102.56266,agriculture and forestry
142506,on,2020,netzero,low,high,low,low,no,low,102.5397521,agriculture and forestry
142569,on,2020,netzero,high,high,low,low,no,low,102.5836335,agriculture and forestry
142632,on,2020,netzero,ref,high,high,low,no,low,102.56266,agriculture and forestry
142695,on,2020,netzero,low,high,high,low,no,low,102.5397521,agriculture and forestry
142758,on,2020,netzero,high,high,high,low,no,low,102.5836335,agriculture and forestry
142821,on,2020,netzero,ref,high,ref,low,yes,low,102.56266,agriculture and forestry
27217,on,2025,legislated,ref,ref,ref,ref,no,high,98.2136705,agriculture and forestry
27280,on,2025,legislated,low,ref,ref,ref,no,high,98.36493572,agriculture and forestry
27343,on,2025,legislated,low,ref,ref,ref,yes,high,98.36493572,agriculture and forestry
27406,on,2025,legislated,low,high,ref,low,yes,high,98.25894905,agriculture and forestry
27469,on,2025,legislated,high,high,ref,low,yes,high,98.18835372,agriculture and forestry
27532,on,2025,legislated,ref,high,low,low,yes,high,98.09944802,agriculture and forestry
27595,on,2025,legislated,low,high,low,low,yes,high,98.25898908,agriculture and forestry
27658,on,2025,legislated,high,high,low,low,yes,high,98.18872423,agriculture and forestry
27721,on,2025,legislated,ref,high,high,low,yes,high,98.09964113,agriculture and forestry
27784,on,2025,legislated,low,high,high,low,yes,high,98.25920151,agriculture and forestry
27847,on,2025,legislated,high,high,high,low,yes,high,98.18867623,agriculture and forestry
27910,on,2025,legislated,high,ref,ref,ref,yes,high,98.26642714,agriculture and forestry
27973,on,2025,legislated,ref,ref,low,ref,yes,high,98.21376624,agriculture and forestry
28036,on,2025,legislated,low,ref,low,ref,yes,high,98.36470952,agriculture and forestry
28099,on,2025,legislated,high,ref,low,ref,yes,high,98.2664286,agriculture and forestry
28162,on,2025,legislated,ref,ref,high,ref,yes,high,98.21388205,agriculture and forestry
28225,on,2025,legislated,low,ref,high,ref,yes,high,98.36514006,agriculture and forestry
